nominal_head_form,nominal_head_upos,nominal_head_deprel,head_is_plural,modifier_is_plural,nominal_head_ī,nominal_head_consonant_ending,modifier_consonant_ending,head_frequency,modifier_frequency,modifier_form,modifier_upos,modifier_deprel,distance,position,np_depth,num_dependents_head,num_dependents_modifier,has_anchor_dependent,modifier_is_propn,ezafe_label,relative_position_in_sent,head_feats,modifier_feats,source_file,nmod_count,amod_count,ezafe_like_lemma_between
rāmšā,PROPN,obl,0,0,0,0,1,2,235,wištāsp,PROPN,flat,1,1,1,3,0,0,1,0,0.75,False,False,Dk5-B-01_mptf.conllu,0,0,0
hāxtan,NOUN,obl,0,1,0,1,1,1,33,gēhānīgān,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
wānišnīh,NOUN,conj,0,0,0,1,0,1,1338,dēw,NOUN,nmod,2,2,3,2,1,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
menišn,NOUN,obl:lmod,0,0,0,1,1,518,235,wištāsp,PROPN,nmod,0,1,3,1,3,0,1,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
wištāsp,PROPN,nmod,0,0,0,1,1,233,155,šāh,NOUN,flat,0,1,2,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,0,0
was,PRON,conj:nmod,0,1,0,1,1,39,39,wasān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
xīr,NOUN,obj,0,0,0,1,1,221,28,nihuftag,ADJ,amod,0,2,2,2,1,1,0,1,1.0,False,True,Dk5-B-01_mptf.conllu,0,1,0
tan,NOUN,dislocated,0,0,0,1,1,2253,18,ǰānōmand,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
bahr,NOUN,obl,0,0,0,1,1,410,18258,=iš,PRON,nmod,1,1,2,3,1,0,0,0,0.25,False,False,Dk5-B-01_mptf.conllu,1,0,0
nām,NOUN,nsubj,0,1,0,1,1,528,4718,=šān,PRON,nmod,0,2,1,1,0,0,0,0,0.25,False,False,Dk5-B-01_mptf.conllu,1,0,0
frazānagān,NOUN,conj,1,1,0,1,1,33,2,bābēlāyīgān,ADJ,amod,0,1,2,2,1,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
sarxwadāyān,NOUN,obl,1,0,0,1,1,4,94,xwaniras,PROPN,nmod,0,2,1,2,0,0,1,0,0.75,False,False,Dk5-B-01_mptf.conllu,1,0,0
ēwēnag,NOUN,obl,0,0,0,1,1,782,1,warzkārīh,NOUN,nmod,4,1,5,3,2,1,0,0,0.25,False,False,Dk5-B-01_mptf.conllu,1,0,0
warzkārīh,NOUN,nmod,0,0,0,1,1,1,1,widimāsīg,ADJ,amod,0,2,4,2,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
gōwišn,NOUN,conj,0,0,0,1,1,888,2158,dēn,NOUN,nmod,1,1,3,6,2,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
dēn,NOUN,nmod,0,0,0,1,1,2149,3242,ohrmazd,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
ēwēnag,NOUN,nsubj,0,1,0,1,1,782,20,paygāmbarān,NOUN,nmod,0,1,3,4,1,0,0,1,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
daxšag,NOUN,conj,0,1,0,1,1,216,15,waxšwarān,NOUN,nmod,0,2,2,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
ān,PRON,conj,0,0,0,1,0,1928,66,gugāy,NOUN,nmod,3,1,2,2,3,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
gugāy,NOUN,nmod,0,0,0,0,1,61,11,ēwarīg,ADJ,amod,0,2,1,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
rāmšā,PROPN,obl,0,0,0,0,0,2,141,kay,PROPN,flat,0,1,1,2,0,0,1,0,0.5,False,False,Dk5-B-01_mptf.conllu,0,0,0
rāmšā,PROPN,obl,0,0,0,0,1,2,235,wištāsp,PROPN,flat,1,1,1,2,0,0,1,0,0.5,False,False,Dk5-B-01_mptf.conllu,0,0,0
bīm,NOUN,nsubj,0,0,0,1,1,301,333,petyārag,NOUN,nmod,1,1,3,1,3,0,0,1,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
petyārag,NOUN,nmod,0,0,0,1,1,323,2158,dēn,NOUN,nmod,0,2,2,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
wihān,NOUN,obl,0,0,0,1,1,110,633,X,NOUN,nmod,1,1,2,1,1,0,0,0,0.25,False,False,Dk5-B-01_mptf.conllu,1,0,0
rawāgēnīdārīh,NOUN,obj,0,0,0,1,1,6,2158,dēn,NOUN,nmod,0,2,1,1,0,0,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,1,0,0
xwarrah,NOUN,nmod,0,0,0,1,1,554,230,wuzurg,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
rāz,NOUN,obj,0,0,0,1,1,51,554,xwarrah,NOUN,nmod,0,2,2,1,1,0,0,0,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
mardōm,NOUN,nsubj,0,0,0,1,1,2713,12,kišwarīg,ADJ,amod,5,2,5,2,2,0,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,0,1,0
kām,NOUN,obj,0,0,0,1,1,335,3242,ohrmazd,PROPN,nmod,2,2,3,3,2,1,1,1,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
abāyišnīgīh,NOUN,conj,0,1,0,1,1,26,1175,dāmān,NOUN,nmod,0,1,2,2,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
rawāgdēnīh,NOUN,nmod,0,0,0,1,1,3,14,wizīrišnīg,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
dagrēnišn,NOUN,obj,0,0,0,1,1,1,54,hāzišn,NOUN,nmod,0,2,1,1,0,0,0,0,0.6666666666666666,True,True,Dk5-B-01_mptf.conllu,1,0,0
ōšmār,NOUN,obl,0,0,0,1,1,8,53,hambadīg,NOUN,nmod,1,1,2,2,1,0,0,0,1.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
hambadīg,NOUN,nmod,0,0,1,1,1,50,633,X,_,amod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
abēzagīhā,NOUN,nmod,0,0,0,0,0,1,25,abēzagīhā,NOUN,nmod,0,2,1,2,2,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
āwurdārān,NOUN,nsubj,1,0,0,1,1,12,12,hamdēn,ADJ,amod,2,2,2,3,2,0,0,0,1.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
āwurdārān,NOUN,nsubj,1,0,0,1,1,12,53,ušēdar,PROPN,appos,2,1,2,3,2,0,1,0,1.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
rāyēnīdārān,NOUN,conj,1,0,0,1,1,33,29,spurr,ADJ,amod,0,2,1,1,0,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
rawāgīh,NOUN,obl,0,0,0,1,1,137,249,bowandag,ADJ,amod,0,2,2,3,0,0,0,0,0.3333333333333333,False,True,Dk5-B-01_mptf.conllu,1,1,0
rawāgīh,NOUN,obl,0,0,0,1,1,137,2158,dēn,NOUN,nmod,2,1,2,3,2,0,0,0,0.3333333333333333,False,False,Dk5-B-01_mptf.conllu,1,1,0
dēn,NOUN,nmod,0,0,0,1,1,2149,3242,ohrmazd,PROPN,nmod,0,2,1,2,0,1,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
harwisp,PRON,obl,0,0,0,1,1,236,1175,dām,NOUN,nmod,1,1,2,1,2,0,0,1,0.6666666666666666,False,False,Dk5-B-01_mptf.conllu,1,0,0
dām,NOUN,nmod,0,0,0,1,1,1172,1864,weh,ADJ,amod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
abzōnīgīh,NOUN,obl,0,0,0,1,1,46,1747,zarduxšt,PROPN,nmod,2,1,2,4,1,0,1,1,0.3333333333333333,False,False,Dk5-B-01_mptf.conllu,1,0,0
pērōzīh,NOUN,nmod,0,0,0,1,0,50,148,kay,PRON,nmod,0,1,3,4,3,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,3,0,0
pērōzīh,NOUN,nmod,0,0,0,1,1,50,19,arǰāsp,PROPN,nmod,4,1,3,4,3,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,3,0,0
kay,PRON,nmod,0,0,0,0,1,147,235,wištāsp,PROPN,flat,0,1,1,3,0,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,0,0
ēwēnag,NOUN,nmod,0,0,0,1,1,782,5,anōšmār,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,True,Dk5-B-01_mptf.conllu,0,1,0
wizīdārīh,NOUN,nsubj,0,0,0,1,1,14,235,wištāsp,PROPN,nmod,0,1,2,2,1,0,1,0,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
brādrōrēš,PROPN,nmod,0,0,0,1,1,11,56,tūr,PROPN,amod,0,2,1,2,0,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
wirāstan,NOUN,conj,0,0,0,1,1,45,39,srid,PROPN,nmod,0,1,3,2,1,0,1,1,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
wirāstan,NOUN,conj,0,0,0,1,1,45,57,rah,NOUN,nmod,3,1,3,2,1,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
rah,NOUN,nmod,0,0,0,1,1,57,633,X,_,nmod,0,2,2,1,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
wizendkarān,NOUN,advcl,1,0,0,1,1,1,14,aleksandar,PROPN,nmod,1,1,5,3,4,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
zadār,NOUN,conj:nmod,0,0,0,1,1,42,19,aγrērat,PROPN,nmod,0,2,2,2,2,0,1,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
zadār,NOUN,conj:nmod,0,0,0,1,1,42,8,malkūs,PROPN,appos,0,1,2,2,0,0,1,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
wurrawišnwārān,NOUN,conj:nmod,1,1,0,1,1,1,2,wizendkarān,ADJ,amod,0,2,3,5,0,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
wurrawišnwārān,NOUN,conj:nmod,1,0,0,1,1,1,3,mašīh,PROPN,appos,1,1,3,5,2,0,1,0,0.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
āwāmīhā,NOUN,root,1,0,0,0,1,176,23,polābdēn,ADJ,nmod,1,1,4,4,3,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
ārāstārān,NOUN,conj,1,0,0,1,1,40,2158,dēn,NOUN,nmod,0,2,3,5,0,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
ārāstārān,NOUN,conj,1,0,0,1,1,40,14,arduxšahr,PROPN,nmod,3,1,3,5,8,0,1,0,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
hammōg,NOUN,obl,0,0,0,1,1,57,1747,zarduxšt,PROPN,nmod,0,2,2,3,1,1,1,1,0.6666666666666666,False,False,Dk5-B-01_mptf.conllu,1,0,0
ganǰ,NOUN,obl,0,1,0,1,1,42,73,xwadāyān,NOUN,nmod,0,1,2,2,1,0,0,1,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
wizīdagīh,NOUN,root,0,0,0,1,1,2,243,tōhmag,NOUN,nmod,2,1,5,5,2,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
tōhmag,NOUN,nmod,0,0,0,1,1,223,152,ērān,ADJ,amod,0,1,2,2,1,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
baxšišn,NOUN,obl,0,0,0,1,1,53,243,tōhmag,NOUN,nmod,0,1,2,2,1,0,0,1,0.42857142857142855,True,False,Dk5-B-01_mptf.conllu,1,0,0
frazendān,NOUN,nmod,1,0,0,1,1,387,20,siyāmak,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
bun,NOUN,obl,0,0,0,1,1,959,14,gumēzišnīg,ADJ,nmod,0,1,1,2,0,0,0,0,0.375,False,False,Dk5-B-01_mptf.conllu,1,0,0
abarmadan,NOUN,obl,0,0,0,1,1,3,5,āhōgōmandīh,NOUN,nmod,2,1,3,4,2,0,0,1,0.5,True,False,Dk5-B-01_mptf.conllu,2,0,0
abarmadan,NOUN,obl,0,1,0,1,1,3,1338,dēwān,NOUN,nmod,4,1,3,4,2,0,0,1,0.5,True,False,Dk5-B-01_mptf.conllu,2,0,0
āhōgōmandīh,NOUN,nmod,0,0,0,1,1,5,186,nōg,ADJ,amod,1,2,2,2,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
frazendān,NOUN,root,1,0,0,1,1,387,27,frawāg,PROPN,nmod,0,1,4,10,1,0,1,1,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
frazendān,NOUN,root,1,0,0,1,1,387,51,hōšyang,PROPN,nmod,2,1,4,10,2,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
xwarrahīh,NOUN,obl,0,0,0,1,1,2,9,abardar,ADJ,amod,0,2,1,2,0,0,0,0,0.75,False,False,Dk5-B-01_mptf.conllu,0,1,0
xwadāy,NOUN,advcl,0,0,0,0,1,494,1249,gēhān,NOUN,nmod,0,2,3,5,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
warzīdār,NOUN,conj,0,0,0,1,1,25,1249,gēhān,NOUN,nmod,0,2,2,6,0,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
paywandān,NOUN,nmod,1,1,0,1,1,4,4718,=šān,PRON,nmod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
āwādagān,NOUN,nsubj,1,1,0,1,1,38,4,paywandān,NOUN,nmod,0,2,2,1,1,0,0,0,0.3333333333333333,True,False,Dk5-B-01_mptf.conllu,1,0,0
tōhmag,NOUN,obj,0,1,0,1,1,223,244,dahibedān,NOUN,nmod,0,2,1,2,0,1,0,0,0.6666666666666666,False,False,Dk5-B-01_mptf.conllu,1,0,0
huzahag,NOUN,obl,0,0,0,1,1,2,12,dahigān,NOUN,nmod,0,2,2,3,1,1,0,1,1.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
kustagān,NOUN,nsubj,1,0,0,1,1,149,1,xadur,PROPN,nmod,0,2,1,1,0,0,1,0,1.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
frēdōn,PROPN,conj,0,0,0,1,1,119,49,āspīyān,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
ēriǰ,PROPN,conj,0,0,0,1,1,43,20,niyāg,NOUN,nmod,1,1,2,1,2,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
niyāg,NOUN,nmod,0,1,0,1,1,20,34,ērān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
bay,NOUN,obl,0,0,0,0,1,32,244,dahībed,NOUN,appos,2,1,3,4,1,1,0,0,1.0,False,False,Dk5-B-01_mptf.conllu,0,0,0
xwarrah,NOUN,nmod,0,0,0,1,1,554,9,abardar,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
dahībed,NOUN,appos,0,0,0,1,1,244,554,xwarrah,NOUN,nmod,0,2,2,1,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
X,NOUN,advcl,0,1,0,1,1,305,141,kayān,NOUN,nmod,0,1,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
dādār,NOUN,nsubj,0,0,0,1,1,998,3242,ohrmazd,PROPN,flat,0,1,1,1,0,0,1,0,0.16666666666666666,True,False,Dk5-B-01_mptf.conllu,0,0,0
nēryōsang,PROPN,obj,0,0,0,1,1,48,23,aštag,NOUN,appos,1,1,2,1,2,0,0,1,0.3333333333333333,False,True,Dk5-B-01_mptf.conllu,0,0,0
aštag,NOUN,appos,0,0,0,1,1,22,2375,xwēš,DET,amod,0,2,1,2,0,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,0,1,0
handāzag,NOUN,obl,0,0,0,1,1,97,1,zarduxštrōtomīh,NOUN,nmod,0,1,3,2,2,0,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,1,0,0
ērmardōm,NOUN,dislocated:topic,0,0,0,1,1,1,5,hutōhmagtom,ADJ,amod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
ēwēnag,NOUN,nsubj,0,0,0,1,1,782,554,xwarrah,NOUN,nmod,1,1,4,2,3,1,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,1,0,0
xwarrah,NOUN,nmod,0,0,0,1,1,554,230,wuzurg,ADJ,amod,0,2,3,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
abāyistan,NOUN,root,0,1,0,1,1,7,4718,awēšān,PRON,nmod,0,1,5,5,2,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
ram,NOUN,obj,0,1,0,1,1,34,4718,=išān,PRON,nmod,0,1,1,1,0,0,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,1,0,0
dēn,NOUN,nmod,0,1,0,1,1,2149,610,amāh,PRON,nmod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
āgāhīh,NOUN,obl,0,0,0,1,1,221,2158,dēn,NOUN,nmod,0,2,2,2,1,0,0,0,0.6666666666666666,False,False,Dk5-B-01_mptf.conllu,1,0,0
ōšmurišn,NOUN,nsubj,0,0,0,1,1,95,18258,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.8333333333333334,True,False,Dk5-B-01_mptf.conllu,1,0,0
pahrēzišnān,NOUN,conj,1,0,0,1,1,5,232,dād,NOUN,appos,1,1,2,1,2,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,0,0
tan,NOUN,nsubj,0,0,0,1,1,2253,2,wīrōmand,ADJ,amod,0,1,3,1,3,0,0,1,1.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
andarz,NOUN,root,0,0,0,1,1,142,1747,zarduxšt,PROPN,nmod,1,1,3,4,2,0,1,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
zarduxšt,PROPN,nmod,0,0,0,1,0,1746,2060,ahlaw,ADJ,amod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
kām,NOUN,acl,0,0,0,1,1,335,1006,dādār,NOUN,nmod,2,1,2,4,2,0,0,1,0.0,False,True,Dk5-B-01_mptf.conllu,1,0,0
dādār,NOUN,nmod,0,0,0,1,1,998,3242,ohrmazd,PROPN,flat,0,1,1,2,0,0,1,0,0.0,True,False,Dk5-B-01_mptf.conllu,0,0,0
zanišn,NOUN,nsubj,0,1,0,1,1,245,1338,dēwān,NOUN,nmod,0,1,5,8,1,0,0,1,1.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
ānāftan,NOUN,conj,0,0,0,1,1,23,28,ālūdagīh,NOUN,nmod,1,1,4,1,3,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
ālūdagīh,NOUN,nmod,0,0,0,1,1,28,181,ēbgad,NOUN,nmod,0,2,3,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
āhōg,NOUN,conj:nmod,0,0,0,1,1,145,18258,=iš,PRON,nmod,1,1,2,1,2,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
mehēnišn,NOUN,conj,0,0,0,1,1,6,330,sūd,NOUN,nmod,1,1,4,2,3,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
nēkīh,NOUN,conj:nmod,0,1,0,1,1,529,21,wehdahišnān,NOUN,nmod,1,1,2,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
nēkīh,NOUN,conj:nmod,0,0,0,1,1,529,18258,=iš,PRON,nmod,3,1,2,3,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
parwardārīh,NOUN,conj,0,0,0,1,1,32,254,bar,NOUN,nmod,0,1,2,4,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
parwardārīh,NOUN,conj,0,1,0,1,1,32,2716,mardōmān,NOUN,nmod,3,1,2,4,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
frāyēnīdārīh,NOUN,conj,0,0,0,1,0,1,1135,gētī,NOUN,nmod,0,1,2,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
frāyēnīdārīh,NOUN,conj,0,0,0,1,1,1,790,ēwēnag,NOUN,nmod,3,1,2,2,3,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
bōxtišn,NOUN,conj,0,0,0,1,1,20,1226,ruwān,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
bōxtišn,NOUN,conj,0,0,0,1,1,20,790,ēwēnag,NOUN,nmod,3,1,2,2,3,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
ēwēnag,NOUN,nmod,0,0,0,1,1,782,366,anāgīh,NOUN,nmod,0,1,1,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
rasišn,NOUN,conj,0,0,0,1,1,166,2253,tan,NOUN,nmod,2,1,3,2,3,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
tan,NOUN,nmod,0,0,0,1,1,2253,190,pasēn,ADJ,amod,0,1,2,3,1,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,0,1,0
mizd,NOUN,nsubj,0,0,0,1,1,349,249,bowandag,ADJ,amod,0,2,2,2,0,0,0,0,0.5,False,True,Dk5-B-01_mptf.conllu,1,1,0
mizd,NOUN,nsubj,0,0,0,1,1,349,600,dādestān,NOUN,nmod,2,1,2,2,2,0,0,0,0.5,False,False,Dk5-B-01_mptf.conllu,1,1,0
dādestān,NOUN,nmod,0,0,0,1,1,587,18258,=iš,PRON,nmod,0,2,1,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
baxšišn,NOUN,acl:relcl,0,0,0,1,1,53,411,bahr,NOUN,nmod,2,1,6,5,4,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
baxšišn,NOUN,conj,0,0,0,1,1,53,983,kunišn,NOUN,nmod,2,1,5,2,4,0,0,0,0.0,True,True,Dk5-B-01_mptf.conllu,1,0,0
baxšišn,NOUN,conj,0,1,0,1,1,53,208,pēšagān,NOUN,nmod,1,1,2,2,1,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
parwandišnīh,NOUN,obl,0,0,0,1,1,3,34,spurrīg,ADJ,amod,0,2,2,3,0,0,0,0,1.0,True,False,Dk5-B-01_mptf.conllu,1,1,0
parwandišnīh,NOUN,obl,0,0,0,1,1,3,222,xīr,NOUN,nmod,1,1,2,3,2,0,0,1,1.0,True,False,Dk5-B-01_mptf.conllu,1,1,0
gugān,NOUN,nmod,0,0,0,1,1,47,18258,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
hušnūdīh,NOUN,root,0,0,0,1,1,11,1006,dādār,NOUN,nmod,0,1,5,5,0,0,0,0,0.0,False,True,Dk5-B-01_mptf.conllu,1,0,0
kām,NOUN,nmod,0,0,0,1,1,335,18258,=š,PRON,nmod,1,2,2,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
rāyēnīdārān,NOUN,acl,1,0,0,1,1,33,335,kām,NOUN,nmod,2,2,3,2,3,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
kām,NOUN,nmod,0,0,0,1,1,335,18258,=š,PRON,nmod,1,2,2,3,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
framān,NOUN,nmod,0,0,0,1,1,244,18258,=š,PRON,nmod,1,2,1,1,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,1,0,0
pād,NOUN,root,0,0,0,1,1,4,12,pās,NOUN,nmod,0,1,2,3,1,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,1,0,0
frēftārīh,NOUN,obj,0,0,0,1,1,14,323,ahreman,PROPN,nmod,2,1,6,3,2,0,1,1,0.3333333333333333,False,False,Dk5-B-01_mptf.conllu,2,0,0
frēftārīh,NOUN,obj,0,0,0,1,1,14,3,gumēxtagīh,NOUN,nmod,6,1,6,3,6,0,0,0,0.3333333333333333,False,False,Dk5-B-01_mptf.conllu,2,0,0
nihuftārīh,NOUN,conj:nmod,0,1,0,1,1,2,4718,=šān,PRON,nmod,0,1,4,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
nihuftārīh,NOUN,conj:nmod,0,0,0,1,1,2,587,rāh,NOUN,nmod,1,1,4,2,2,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
rāh,NOUN,nmod,0,0,0,1,1,587,7,rastag,ADJ,amod,0,1,3,2,2,0,0,1,0.0,False,True,Dk5-B-01_mptf.conllu,0,1,0
zūrnimūdārīh,NOUN,conj:nmod,0,1,0,1,1,1,4718,=šān,PRON,nmod,0,1,2,4,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,3,0,0
zūrnimūdārīh,NOUN,conj:nmod,0,0,0,1,1,1,96,ast,ADJ,nmod,1,1,2,4,1,0,0,1,0.0,False,False,Dk5-B-01_mptf.conllu,3,0,0
zūrnimūdārīh,NOUN,conj:nmod,0,0,0,1,1,1,5,nēst,ADJ,nmod,3,1,2,4,1,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,3,0,0
rāhdārīh,NOUN,conj:nmod,0,1,0,1,1,18,4718,=šān,PRON,nmod,0,1,3,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
rāhdārīh,NOUN,conj:nmod,0,0,0,1,1,18,520,menišn,NOUN,nmod,3,1,3,2,5,0,0,1,0.0,False,True,Dk5-B-01_mptf.conllu,2,0,0
menišn,NOUN,nmod,0,0,0,1,0,518,369,axw,NOUN,nmod,0,2,2,5,1,0,0,0,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
menišn,NOUN,nmod,0,1,0,1,1,518,363,astōmandān,NOUN,nmod,2,1,2,5,1,0,0,1,0.0,True,False,Dk5-B-01_mptf.conllu,2,0,0
asūdagīh,NOUN,conj:nmod,0,1,0,1,1,2,4718,=šān,PRON,nmod,0,1,2,2,0,0,0,0,0.0,False,False,Dk5-B-01_mptf.conllu,2,0,0
