nominal_head_form,nominal_head_upos,nominal_head_deprel,head_is_plural,modifier_is_plural,nominal_head_ī,nominal_head_consonant_ending,modifier_consonant_ending,head_frequency,modifier_frequency,modifier_form,modifier_upos,modifier_deprel,distance,position,np_depth,num_dependents_head,num_dependents_modifier,has_anchor_dependent,modifier_is_propn,ezafe_label,relative_position_in_sent,head_feats,modifier_feats,source_file,nmod_count,amod_count,ezafe_like_lemma_between
mardōmān,NOUN,nmod,1,1,0,1,1,2713,2716,mardōmān,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
kār,NOUN,nmod,0,0,0,1,1,1414,1416,kār,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,True,True,AOD-K20-01_mptf.conllu,1,0,0
anāgīh,NOUN,nmod,0,0,0,1,1,365,366,anāgīh,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
xwēš,PRON,nmod,0,0,0,1,1,2327,2375,xwēš,PRON,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
xēšm,NOUN,nmod,0,0,0,1,1,128,128,xēšm,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
rāh,NOUN,nmod,0,0,0,1,1,587,587,rāh,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
wahišt,PROPN,nmod,0,0,0,1,1,170,170,wahišt,PROPN,nmod,0,2,1,1,1,0,1,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
tis,NOUN,nmod,1,1,0,1,1,1502,1505,tis,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
kasān,PRON,nmod,1,1,0,1,1,1086,1092,kasān,PRON,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
pādixšāyān,NOUN,nmod,1,1,0,1,1,17,910,pādixšāyān,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
murdagān,NOUN,nmod,0,0,0,1,1,12,43,murdagān,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,True,True,AOD-K20-01_mptf.conllu,1,0,0
gāh,NOUN,nmod,0,0,0,1,1,744,746,gāh,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
uzwān,NOUN,nmod,0,0,0,1,1,98,98,uzwān,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
xēšm,NOUN,nmod,0,0,0,1,1,128,128,xēšm,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
wehīh,NOUN,nmod,0,0,0,1,1,339,1864,wehīh,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
wattarīh,NOUN,nmod,0,0,0,1,1,210,211,wattarīh,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
xrad,NOUN,nmod,0,0,0,1,1,654,654,xrad,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
xrad,NOUN,nmod,0,0,0,1,1,654,654,xrad,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
āz,NOUN,nmod,0,0,0,1,1,143,149,āz,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
paymān,NOUN,nmod,0,0,0,1,1,276,276,paymān,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
mēnōy,NOUN,nmod,0,0,0,0,0,1405,1550,mēnōy,NOUN,nmod,0,2,1,1,1,0,0,0,0.0,False,False,AOD-K20-01_mptf.conllu,1,0,0
farrahsrōš,PROPN,nsubj,0,0,0,1,1,2,3,wahrāmān,PROPN,nmod,0,1,2,1,1,0,1,1,0.5,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
sāl,NOUN,obl,0,0,0,1,1,909,14,pārsīg,ADJ,amod,1,1,2,3,1,0,0,1,0.75,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,0,1,0
sāl,NOUN,obl,0,0,0,1,1,909,20,yazdgerd,PROPN,nmod,3,1,6,4,2,0,1,0,1.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
yazdgerd,PROPN,nmod,0,0,0,1,0,19,38,bay,NOUN,nmod,0,2,5,2,1,0,0,0,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
yazdgerd,PROPN,nmod,0,0,0,1,1,19,155,šāh,NOUN,appos,1,1,5,2,3,0,0,1,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
šāh,NOUN,appos,0,1,0,1,1,152,155,šāhān,NOUN,nmod,0,2,4,3,0,0,0,0,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
nāfag,NOUN,conj:appos,0,0,0,1,0,27,51,husraw,PROPN,nmod,1,1,3,1,4,0,1,1,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
husraw,PROPN,nmod,0,0,0,0,1,36,155,šāh,NOUN,appos,1,1,2,4,2,1,0,1,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
husraw,PROPN,nmod,0,0,0,0,1,36,16,ohrmazdān,PROPN,nmod,2,1,2,4,1,1,1,1,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
šāh,NOUN,appos,0,1,0,1,1,152,155,šāhān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,1,0,0
ēn,PRON,obj,0,0,0,1,1,696,11,azabarnibišt,ADJ,amod,1,1,3,3,1,0,0,0,0.2,False,True,Col_RFS_TD2-TD2-01_mptf.conllu,0,1,0
spandyād,PROPN,nsubj,0,0,0,1,1,24,176,hērbed,NOUN,nmod,0,2,2,2,0,0,0,0,0.4,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,2,0,0
spandyād,PROPN,nsubj,0,0,0,1,1,24,1,farroxburzēn,PROPN,nmod,0,1,2,2,1,0,1,1,0.4,False,False,Col_RFS_TD2-TD2-01_mptf.conllu,2,0,0
pursišnīhā,NOUN,root,1,0,0,0,1,369,337,dar,NOUN,nmod,1,1,4,3,1,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
mihrxwaršēd,PROPN,nsubj,0,0,0,1,1,2,2,ādurmahān,PROPN,nmod,0,1,2,1,1,0,1,1,0.25,False,False,DD-K35-01_mptf.conllu,1,0,0
mānuščihr,PROPN,obl,0,0,0,1,1,109,36,anōšagruwān,ADJ,amod,0,2,1,3,0,0,0,0,0.5,False,False,DD-K35-01_mptf.conllu,1,1,0
mānuščihr,PROPN,obl,0,0,0,1,1,109,6,ǰuwānǰamān,PROPN,nmod,0,1,1,3,0,0,1,0,0.5,False,False,DD-K35-01_mptf.conllu,1,1,0
passox,NOUN,obj,0,0,0,1,1,558,18258,=iš,PRON,nmod,0,2,1,2,0,0,0,0,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nām,NOUN,root,0,0,0,1,1,528,1006,dādār,NOUN,nmod,3,1,6,4,5,0,0,0,0.0,False,True,DD-K35-01_mptf.conllu,1,0,0
dādār,NOUN,nmod,0,0,0,1,1,998,3242,ohrmazd,PROPN,appos,0,1,5,5,0,0,1,0,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
dādār,NOUN,nmod,0,1,0,1,1,998,153,wispān,PRON,nmod,1,1,5,5,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
yazadān,NOUN,conj:nmod,1,1,0,1,1,1403,1550,mēnōyān,ADJ,nmod,0,1,3,3,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
yazadān,NOUN,conj:nmod,1,1,0,1,1,1403,1135,gētīyān,ADJ,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dahišn,NOUN,obl,0,0,0,1,1,636,2375,xwēš,PRON,nmod,0,1,1,2,0,0,0,0,1.0,True,False,DD-K35-01_mptf.conllu,1,0,0
hudēnān,NOUN,iobj,1,1,0,1,1,94,5,pursīdārān,NOUN,nmod,1,1,5,2,3,0,0,1,0.25,False,True,DD-K35-01_mptf.conllu,1,0,1
pursīdārān,NOUN,nmod,1,0,0,1,1,5,1907,ēd,PRON,nmod,0,2,4,3,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,2,0,0
pursīdārān,NOUN,nmod,1,0,0,1,1,5,344,nērōg,NOUN,nmod,2,1,4,3,6,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,2,0,0
nērōg,NOUN,nmod,0,0,0,1,1,339,15,stāyišnīg,ADJ,amod,0,2,3,6,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,1,0
nērōg,NOUN,nmod,0,0,0,1,1,339,177,čihr,NOUN,nmod,0,1,3,6,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,1,0
zōr,NOUN,conj:nmod,0,1,0,1,1,283,153,ǰawāhir,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
daxšag,NOUN,conj:nmod,0,0,0,1,1,216,654,xrad,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nišān,NOUN,conj:nmod,0,0,0,1,1,91,177,hunar,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
pursišn,NOUN,obl,0,1,0,1,0,369,1,kirbaguskārišnīhā,NOUN,nmod,2,2,3,1,2,0,0,0,0.75,True,False,DD-K35-01_mptf.conllu,1,0,0
mānuščihr,PROPN,obl,0,0,0,1,1,109,6,ǰuwānǰamān,PROPN,nmod,0,1,2,2,1,0,1,1,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nāmag,NOUN,obl,0,0,0,1,1,79,14,pursišnīg,ADJ,amod,0,2,1,3,0,1,0,0,0.42857142857142855,False,False,DD-K35-01_mptf.conllu,0,1,0
ayāsišn,NOUN,obl,0,0,0,1,1,5,9,hamwēnišnīh,NOUN,nmod,1,1,3,2,6,0,0,1,1.0,True,True,DD-K35-01_mptf.conllu,1,0,0
hamwēnišnīh,NOUN,nmod,0,0,0,1,1,8,2910,man,PRON,nmod,2,1,2,6,1,0,0,1,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
dēndōstīh,NOUN,conj:nmod,0,0,0,1,1,4,770,xwad,PRON,nmod,0,1,1,2,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
bandag,NOUN,acl:relcl,0,1,0,1,1,68,1407,yazadān,NOUN,nmod,0,2,6,7,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
kōxšišn,NOUN,obl,0,0,0,1,1,184,915,druz,NOUN,nmod,0,1,2,2,1,0,0,1,0.14285714285714285,True,False,DD-K35-01_mptf.conllu,1,0,0
āstawānīh,NOUN,obl,0,0,0,1,1,68,735,wehdēn,NOUN,nmod,1,1,3,2,3,0,0,1,0.2857142857142857,False,False,DD-K35-01_mptf.conllu,1,0,0
wehdēn,NOUN,nmod,0,0,0,1,1,71,595,mazdēsn,ADJ,amod,0,1,2,3,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
rāh,NOUN,obl,0,0,0,1,1,587,1488,ahlāyīh,NOUN,nmod,0,2,2,4,1,1,0,1,0.42857142857142855,False,False,DD-K35-01_mptf.conllu,1,0,0
gāh,NOUN,obl,0,0,0,1,1,744,320,axwān,NOUN,nmod,3,1,3,2,4,0,0,1,0.5714285714285714,False,False,DD-K35-01_mptf.conllu,1,0,0
axwān,NOUN,nmod,0,0,0,1,1,320,55,pāšom,ADJ,amod,0,2,2,4,1,1,0,1,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
hāzišn,NOUN,obl,0,0,0,1,1,54,243,frašegird,NOUN,nmod,4,1,4,2,3,0,0,1,0.7142857142857143,True,False,DD-K35-01_mptf.conllu,1,0,0
axwān,NOUN,nmod,0,0,0,1,1,320,55,pāšom,ADJ,amod,0,2,2,2,1,1,0,1,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
frašegird,NOUN,nmod,0,0,0,1,1,243,320,axwān,NOUN,nmod,0,2,3,3,2,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
hamwēnišnīh,NOUN,nsubj,0,1,0,1,1,8,610,=imān,PRON,nmod,1,2,2,4,0,1,0,0,0.8571428571428571,True,False,DD-K35-01_mptf.conllu,1,0,0
kirbag,NOUN,ccomp,0,0,0,1,1,1055,8,waxšišnīgtar,ADJ,amod,1,1,4,5,2,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
sāmān,NOUN,nmod,0,0,0,1,1,114,125,pāyag,NOUN,nmod,1,1,2,2,1,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
pāyag,NOUN,nmod,0,0,0,1,1,120,460,meh,ADJ,amod,0,2,1,1,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
čim,NOUN,root,0,0,0,1,1,374,172,mādayān,ADJ,amod,0,1,7,7,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,1,0
čim,NOUN,root,0,0,0,1,1,374,34,nigerišn,NOUN,nmod,2,1,7,7,2,0,0,0,0.0,False,True,DD-K35-01_mptf.conllu,1,1,0
nigerišn,NOUN,nmod,0,0,0,1,1,32,2,purrdōstīh,NOUN,nmod,0,2,2,2,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,2,0,0
nigerišn,NOUN,nmod,0,0,0,1,1,32,35,hučašmīh,NOUN,nmod,1,1,2,2,2,0,0,1,0.0,True,False,DD-K35-01_mptf.conllu,2,0,0
rāh,NOUN,conj,0,0,0,1,1,587,42,spāsdārīh,NOUN,nmod,1,1,2,4,2,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
rāh,NOUN,nsubj,0,0,0,1,1,587,723,dānistan,NOUN,nmod,2,2,3,1,2,0,0,0,0.5,False,True,DD-K35-01_mptf.conllu,1,0,0
dōšāramīh,NOUN,obl,0,1,0,1,1,9,787,ašmāh,PRON,nmod,0,2,1,2,0,0,0,0,0.8333333333333334,False,False,DD-K35-01_mptf.conllu,1,0,0
mādagwarīh,NOUN,conj,0,0,0,1,1,3,199,rāstīh,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
mēnōymardān,NOUN,obl,1,0,0,1,1,5,177,hunar,NOUN,nmod,1,1,3,4,3,0,0,0,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
hunar,NOUN,nmod,0,1,0,1,1,134,4718,=šān,PRON,nmod,0,1,2,3,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
kōxšīdārīh,NOUN,obl,0,0,0,1,1,12,174,škeft,ADJ,amod,0,2,4,6,0,0,0,0,0.16666666666666666,False,False,DD-K35-01_mptf.conllu,1,1,0
kōxšīdārīh,NOUN,obl,0,0,0,1,1,12,915,druz,NOUN,nmod,0,1,4,6,1,0,0,1,0.16666666666666666,False,False,DD-K35-01_mptf.conllu,1,1,0
wišōbišn,NOUN,conj,0,0,0,1,1,67,184,garān,ADJ,amod,0,2,1,1,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,0,1,0
xwābarīh,NOUN,obl,0,1,0,1,1,41,1407,yazadān,NOUN,nmod,0,2,1,2,0,0,0,0,0.5,False,False,DD-K35-01_mptf.conllu,1,0,0
dēnīgbedān,NOUN,conj,1,0,0,1,1,2,154,kustag,NOUN,nmod,0,1,2,2,2,0,0,1,0.0,False,True,DD-K35-01_mptf.conllu,1,0,0
mēnōymardān,NOUN,conj,1,0,0,1,1,5,2,ōšmurdmānsr,ADJ,amod,0,1,3,1,5,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
dādestān,NOUN,obl,0,0,0,1,1,587,211,šnāxtan,NOUN,nmod,0,1,2,4,2,0,0,0,1.0,False,True,DD-K35-01_mptf.conllu,1,0,0
xwašmenišnīh,NOUN,obl,0,0,0,1,1,2,16587,ān,PRON,nmod,1,1,3,1,2,0,0,0,0.75,True,False,DD-K35-01_mptf.conllu,1,0,0
ān,PRON,nmod,0,0,0,1,1,1928,2910,man,PRON,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nišān,NOUN,root,0,0,0,1,1,91,113,dōstīh,NOUN,nmod,0,1,7,4,2,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
paymān,NOUN,nsubj,0,0,0,1,1,276,113,dōstīh,NOUN,nmod,0,1,3,2,1,0,0,0,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dastwarīh,NOUN,obl,0,0,0,1,1,139,282,kišwar,NOUN,nmod,0,2,3,4,0,0,0,0,0.5,False,False,DD-K35-01_mptf.conllu,1,0,0
ēkīh,NOUN,conj,0,0,0,1,1,4,2,dudīgarīh,NOUN,nmod,1,1,2,2,2,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
wurrōyišnīh,NOUN,obl,0,0,0,1,1,6,56,dagr,ADJ,amod,0,2,2,3,1,1,0,1,0.4,True,False,DD-K35-01_mptf.conllu,0,1,0
stāyišn,NOUN,nsubj,0,0,0,1,1,160,233,sālār,NOUN,nmod,0,1,3,2,3,1,0,1,0.8,True,True,DD-K35-01_mptf.conllu,1,0,0
sālār,NOUN,nmod,0,1,0,1,1,233,610,=imān,PRON,nmod,0,1,2,3,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,1,1,0
sālār,NOUN,nmod,0,0,0,1,1,233,1,hāzag,ADJ,amod,2,1,2,3,1,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,1,1,0
wimand,NOUN,acl:relcl,0,0,0,1,1,91,125,pāyag,NOUN,nmod,2,2,3,3,2,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
ērīh,NOUN,nsubj,0,0,0,1,1,2,2375,xwēš,PRON,nmod,1,1,3,3,2,0,0,1,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
hāwandmehīh,NOUN,conj,0,0,0,1,1,2,10,abarīg,ADJ,nmod,0,2,2,3,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,2,0,0
hāwandmehīh,NOUN,conj,0,1,0,1,1,2,154,kehān,NOUN,nmod,1,1,2,3,1,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,2,0,0
wistāxīh,NOUN,nsubj,0,1,0,1,1,5,787,ašmāh,PRON,nmod,2,2,2,3,0,1,0,0,0.5,False,False,DD-K35-01_mptf.conllu,2,0,0
wistāxīh,NOUN,nsubj,0,0,0,1,1,5,2,hučihrpursišnīh,NOUN,nmod,0,2,2,3,1,1,0,0,0.5,False,True,DD-K35-01_mptf.conllu,2,0,0
kām,NOUN,nsubj,0,0,0,1,1,335,2,gugānīgpassoxīh,NOUN,nmod,2,2,3,1,2,0,0,0,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
kōxšišnīh,NOUN,orphan,0,0,0,1,1,9,174,škeft,ADJ,amod,0,2,2,4,1,1,0,1,0.0,True,False,DD-K35-01_mptf.conllu,1,1,0
kōxšišnīh,NOUN,orphan,0,0,0,1,1,9,915,druz,NOUN,nmod,0,1,2,4,2,1,0,1,0.0,True,False,DD-K35-01_mptf.conllu,1,1,0
awištāb,NOUN,conj,0,0,0,1,1,14,2,wizōyišnīgmenišnīh,NOUN,nmod,0,1,3,3,0,0,0,0,0.0,False,True,DD-K35-01_mptf.conllu,1,0,0
kār,NOUN,obl,0,0,0,1,1,1414,31,awizīrišnīg,ADJ,amod,1,2,2,3,2,1,0,1,0.5,True,False,DD-K35-01_mptf.conllu,0,1,0
pardazišnīh,NOUN,nsubj,0,0,0,1,1,7,173,kam,ADJ,amod,0,2,1,1,0,0,0,0,1.0,True,False,DD-K35-01_mptf.conllu,0,1,0
pāyišn,NOUN,obl,0,0,0,1,1,18,2,čimpaydāgīh,NOUN,nmod,0,1,3,2,1,0,0,0,0.3333333333333333,False,False,DD-K35-01_mptf.conllu,1,0,0
čimpaydāgīh,NOUN,nmod,0,0,0,1,1,2,2158,dēn,NOUN,nmod,1,1,2,1,2,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nimāyišn,NOUN,obl,0,0,0,1,1,63,253,dānāgīh,NOUN,nmod,1,1,2,2,2,0,0,1,1.0,True,False,DD-K35-01_mptf.conllu,1,0,0
ēwēnag,NOUN,root,0,0,0,1,1,782,4,abarxwāyišnīh,NOUN,nmod,0,1,4,6,1,0,0,0,0.0,False,True,DD-K35-01_mptf.conllu,1,0,0
abarxwāyišnīh,NOUN,nmod,0,0,0,1,1,4,24,abēbīm,ADJ,amod,0,1,1,1,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,0,1,0
māh,NOUN,obl,0,0,0,1,1,689,88,tīr,PROPN,nmod,0,1,1,2,0,0,1,0,0.25,False,False,DD-K35-01_mptf.conllu,1,0,0
xwāstārīh,NOUN,nsubj,0,0,0,1,1,12,16,šāhīgān,NOUN,nmod,1,1,4,2,2,0,0,1,0.5,False,False,DD-K35-01_mptf.conllu,2,0,0
xwāstārīh,NOUN,nsubj,0,0,0,1,1,12,8,sesālag,ADJ,nmod,3,1,4,2,3,0,0,0,0.5,False,False,DD-K35-01_mptf.conllu,2,0,0
bahr,NOUN,conj:nmod,0,0,0,1,1,410,24,sālag,ADJ,amod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
ādūgīh,NOUN,nsubj,0,0,0,1,1,6,2910,=m,PRON,nmod,1,2,1,2,0,0,0,0,0.875,False,False,DD-K35-01_mptf.conllu,1,0,0
čār,NOUN,obl,0,0,0,1,1,98,8,bōxtārīh,NOUN,nmod,1,1,3,3,4,0,0,1,0.1,True,False,DD-K35-01_mptf.conllu,1,0,0
bōxtārīh,NOUN,nmod,0,1,0,1,1,8,116,hāwištān,NOUN,nmod,2,1,2,4,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
nigerīd,NOUN,obl,0,0,0,1,1,2,369,pursišn,NOUN,nmod,1,1,2,3,2,0,0,1,0.3,True,True,DD-K35-01_mptf.conllu,1,0,0
māh,NOUN,obl,0,0,0,1,1,689,108,šahrewar,PROPN,nmod,0,1,1,2,0,0,1,0,0.4,False,False,DD-K35-01_mptf.conllu,1,0,0
pursišn,NOUN,obj,0,0,0,1,1,369,46,paččēn,NOUN,nmod,2,1,2,2,2,0,0,0,0.42857142857142855,True,False,DD-K35-01_mptf.conllu,1,0,0
ayādīh,NOUN,orphan,0,0,0,1,1,6,143,ōš,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dastwarīh,NOUN,conj,0,1,0,1,1,139,60,pēšēnīgān,NOUN,nmod,0,2,1,3,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
sahišn,NOUN,obl,0,0,0,1,1,52,654,xrad,NOUN,nmod,0,2,1,2,0,0,0,0,0.5,True,False,DD-K35-01_mptf.conllu,1,0,0
āgāhīhā,NOUN,nsubj,0,1,0,0,1,6,610,amāh,PRON,nmod,0,2,2,2,1,1,0,1,1.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dastwarān,NOUN,advcl,1,1,0,1,1,480,60,pēšēnīgān,NOUN,nmod,0,2,5,6,0,1,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dastwar,NOUN,conj,0,1,0,1,1,480,610,amāh,PRON,nmod,0,1,2,2,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
dastwarān,NOUN,conj,1,1,0,1,1,480,610,=mān,PRON,nmod,0,1,2,1,1,0,0,1,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
gōwišn,NOUN,dislocated:topic,0,0,0,1,1,888,481,dastwar,NOUN,nmod,1,1,3,5,2,0,0,1,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
sahišn,NOUN,obl,0,0,0,1,1,52,97,šnāyišn,NOUN,nmod,1,1,3,2,2,0,0,0,0.6666666666666666,True,True,DD-K35-01_mptf.conllu,1,0,0
šnāyišn,NOUN,nmod,0,0,0,1,1,97,132,drust,ADJ,amod,0,1,2,2,1,0,0,1,0.0,True,False,DD-K35-01_mptf.conllu,0,1,0
mard,NOUN,obl,0,0,0,1,1,2067,19,dēnāgāh,ADJ,amod,0,1,2,4,1,0,0,1,0.8333333333333334,False,False,DD-K35-01_mptf.conllu,0,1,0
mādayān,NOUN,dislocated:topic,0,0,0,1,1,140,60,pēšēnīg,ADJ,amod,2,1,2,3,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,0,1,0
gōwišn,NOUN,conj,0,1,0,1,1,888,481,dastwarān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
abowandagīh,NOUN,obl,0,0,0,1,1,3,331,wizīr,NOUN,nmod,1,1,2,2,2,0,0,1,0.42857142857142855,False,False,DD-K35-01_mptf.conllu,1,0,0
wizīr,NOUN,nmod,0,0,0,1,1,331,2158,dēn,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
madārīh,NOUN,obl,0,0,0,1,1,5,4,abowandag,ADJ,amod,0,2,4,5,0,0,0,0,0.5714285714285714,False,True,DD-K35-01_mptf.conllu,2,1,0
madārīh,NOUN,obl,0,1,0,1,1,5,610,amāh,PRON,nmod,0,1,4,5,1,0,0,1,0.5714285714285714,False,False,DD-K35-01_mptf.conllu,2,1,0
madārīh,NOUN,obl,0,0,0,1,1,5,97,šnāyišn,NOUN,nmod,2,1,4,5,2,0,0,0,0.5714285714285714,False,True,DD-K35-01_mptf.conllu,2,1,0
šnāyišn,NOUN,nmod,0,0,0,1,1,97,1,nigēzag,NOUN,nmod,2,1,3,2,2,0,0,1,0.0,True,False,DD-K35-01_mptf.conllu,1,0,0
nigēzag,NOUN,nmod,0,0,0,1,1,1,2158,dēn,NOUN,nmod,0,2,2,2,1,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
ōšīh,NOUN,obl,0,0,0,1,0,5,51,āgāhīhā,NOUN,nmod,4,1,4,2,2,0,0,1,0.7142857142857143,False,False,DD-K35-01_mptf.conllu,1,0,0
menišnīh,NOUN,obl,0,0,0,1,1,14,2,awištāftag,ADJ,amod,0,2,2,3,0,0,0,0,1.0,True,True,DD-K35-01_mptf.conllu,1,1,0
menišnīh,NOUN,obl,0,0,0,1,1,14,179,āwām,NOUN,nmod,1,1,2,3,3,0,0,1,1.0,True,False,DD-K35-01_mptf.conllu,1,1,0
āwām,NOUN,nmod,0,0,0,1,1,176,2,sezdēnīh,NOUN,nmod,0,1,1,3,0,0,0,0,0.0,False,False,DD-K35-01_mptf.conllu,1,0,0
